iter	MultiClass
274	1.219988916
275	1.218386389
276	1.217903935
277	1.217138344
278	1.216202544
279	1.215390432
280	1.214752806
281	1.21398344
282	1.213071753
283	1.212368783
284	1.211598213
285	1.211065517
286	1.209768859
287	1.208810079
288	1.20712548
289	1.206649289
290	1.206064691
291	1.205157361
292	1.204008575
293	1.203512761
294	1.202746313
295	1.201568524
296	1.200648629
297	1.199872096
298	1.199369642
299	1.19868101
300	1.197251364
301	1.195822726
302	1.19485118
303	1.193555242
304	1.192694989
305	1.192088493
306	1.191397846
307	1.190748525
308	1.188562645
309	1.188027822
310	1.187389212
311	1.186542465
312	1.184747179
313	1.183704928
314	1.183268629
315	1.181686029
316	1.181025471
317	1.179883445
318	1.178913685
319	1.178369615
320	1.177305265
321	1.176630422
322	1.175971601
323	1.174438941
324	1.172882198
325	1.172261595
326	1.171266497
327	1.170307033
328	1.169397743
329	1.167930406
330	1.166939949
331	1.165812067
332	1.165436571
333	1.164345825
334	1.16302796
335	1.161348374
336	1.160094386
337	1.15894987
338	1.158119937
339	1.157296972
340	1.155783084
341	1.15480903
342	1.154024189
343	1.153200534
344	1.152300486
345	1.150778726
346	1.1501101
347	1.148989001
348	1.147807316
349	1.147241693
350	1.146421253
351	1.145761815
352	1.1442998
353	1.143442623
354	1.142546513
355	1.141507222
356	1.140278034
357	1.138697275
358	1.138345067
359	1.137263959
360	1.136305768
361	1.134937296
362	1.134091737
363	1.133319464
364	1.132864359
365	1.131403746
366	1.130766463
367	1.130227101
368	1.129306205
369	1.128350717
370	1.126871741
371	1.126392141
372	1.125909
373	1.12445502
374	1.123595971
375	1.12244822
376	1.120464558
377	1.119368748
378	1.118415551
379	1.117188857
380	1.116577744
381	1.116342562
382	1.115181475
383	1.114518261
384	1.11373294
385	1.11305742
386	1.112332271
387	1.111491817
388	1.110349086
389	1.109215523
390	1.108334013
391	1.107523091
392	1.106908014
393	1.106028445
394	1.105468301
395	1.10438532
396	1.103359687
397	1.101925826
398	1.100803336
399	1.100383634
400	1.099674064
401	1.099018025
402	1.098255766
403	1.097291354
404	1.096464093
405	1.095510978
406	1.094594379
407	1.093832062
408	1.091888199
409	1.090691293
410	1.089810256
411	1.088880119
412	1.087962287
413	1.086707711
414	1.085899029
415	1.084988706
416	1.083825798
417	1.083329442
418	1.082189946
419	1.081181551
420	1.080904341
421	1.080056498
422	1.079097299
423	1.077951525
424	1.077138654
425	1.076714086
426	1.07593156
427	1.074814721
428	1.073914656
429	1.073182421
430	1.072204567
431	1.070769985
432	1.06949336
433	1.06848238
434	1.067383048
435	1.066444199
436	1.065085816
437	1.064118025
438	1.06344573
439	1.062838711
440	1.062169339
441	1.061294288
442	1.060240281
443	1.058543104
444	1.057522688
445	1.056060493
446	1.055124334
447	1.054124142
448	1.053311067
449	1.052114116
450	1.05026745
451	1.049717511
452	1.048392855
453	1.047800238
454	1.047126247
455	1.046248085
456	1.045673825
457	1.044774581
458	1.043845517
459	1.043414226
460	1.042967077
461	1.042453267
462	1.041891969
463	1.041040597
464	1.040458839
465	1.039588108
466	1.03863303
467	1.038044509
468	1.037239769
469	1.036422784
470	1.035944888
471	1.035379818
472	1.034879429
473	1.033915641
474	1.033605717
475	1.032910177
476	1.032479821
477	1.031609446
478	1.030786673
479	1.030177349
480	1.029493399
481	1.028290211
482	1.027516215
483	1.027080021
484	1.026537247
485	1.024813801
486	1.024362795
487	1.023888003
488	1.02333489
489	1.022793387
490	1.022019933
491	1.020873419
492	1.020248303
493	1.019047139
494	1.017868295
495	1.016691854
496	1.01617116
497	1.014926818
498	1.014221116
499	1.013211175
500	1.01193069
501	1.011329651
502	1.010596809
503	1.010075679
504	1.009223911
505	1.008596037
506	1.007440607
507	1.006021253
508	1.005094582
509	1.004130712
510	1.003201244
511	1.002286265
512	1.001193074
513	1.000470361
514	0.9999999806
515	0.9991622253
516	0.9985093997
517	0.9974042293
518	0.9968832493
519	0.9965283489
520	0.9959925638
521	0.9952743461
522	0.9948457521
523	0.9935679499
524	0.9930733977
525	0.9923520899
526	0.9915429666
527	0.9911942891
528	0.9900661094
529	0.9895199655
530	0.9892607018
531	0.98847106
532	0.9875366928
533	0.9869615047
534	0.9859712581
535	0.9847102286
536	0.9836268072
537	0.9827497873
538	0.9822497985
539	0.981646494
540	0.9809149533
541	0.9799882046
542	0.9792279747
543	0.9788792982
544	0.9782494302
545	0.9774082514
546	0.97684971
547	0.9761979638
548	0.975004351
549	0.9740389595
550	0.9737027361
551	0.9732471731
552	0.9723384797
553	0.9719749595
554	0.9713594142
555	0.9708380675
556	0.9699762786
557	0.9692488772
558	0.9677970191
559	0.9673793407
560	0.966990344
561	0.9664718913
562	0.9653426983
563	0.9648481233
564	0.9635123161
565	0.9615658249
566	0.9602356908
567	0.9592539837
568	0.958829919
569	0.9581592736
570	0.9573105933
571	0.9564448984
572	0.9556334831
573	0.954006928
574	0.9531701315
575	0.9525227695
576	0.9518374604
577	0.9512460682
578	0.9505503121
579	0.9499998212
580	0.9490138026
581	0.9485691674
582	0.9472745883
583	0.9465309275
584	0.9453725371
585	0.9444614233
586	0.9438308609
587	0.9430843645
588	0.9417656757
589	0.9411932338
590	0.9397432226
591	0.9388064385
592	0.9381631346
593	0.9376630747
594	0.935911598
595	0.9349111526
596	0.933814715
597	0.9319892426
598	0.9307251434
599	0.9302069305
600	0.9293135014
601	0.9281893056
602	0.9274826068
603	0.9268935834
604	0.9261637674
605	0.9259554628
606	0.9251742814
607	0.9240636784
608	0.9225038862
609	0.921564852
610	0.9206642736
611	0.9196284507
612	0.9185508021
613	0.9178971746
614	0.9175357556
615	0.9170373231
616	0.9163025879
617	0.9156685468
618	0.9148588787
619	0.9141474024
620	0.9133883915
621	0.9128323246
622	0.911899662
623	0.9112540245
624	0.910071013
625	0.9093404279
626	0.9082859575
627	0.9072574211
628	0.9067439385
629	0.9056880034
630	0.9049663168
631	0.9039924098
632	0.9031938775
633	0.902462104
634	0.9020217956
635	0.9006941877
636	0.899683157
637	0.8990348806
638	0.8983107445
639	0.8977787385
640	0.8967651219
641	0.8958521326
642	0.8944343054
643	0.8937281562
644	0.8925681286
645	0.8912952102
646	0.8905564694
647	0.8900009943
648	0.8889177975
649	0.8880946739
650	0.8874414414
651	0.8868598095
652	0.8862752684
653	0.8856836544
654	0.8850202727
655	0.8842793963
656	0.8838145726
657	0.8830750604
658	0.8824472377
659	0.8811493235
660	0.8794059359
661	0.8783077017
662	0.8778110702
663	0.8772502716
664	0.8765957569
665	0.8759682866
666	0.8753429872
667	0.8744594966
668	0.8736138495
669	0.8727759025
670	0.8720166104
671	0.8712355874
672	0.8708124529
673	0.8700530324
674	0.8693650255
675	0.8685935497
676	0.8673721799
677	0.8670252392
678	0.8662014892
679	0.8660274411
680	0.8656206027
681	0.8650712524
682	0.8645797757
683	0.8636025982
684	0.8629625081
685	0.8621185251
686	0.8612236113
687	0.8603185495
688	0.8598995663
689	0.8590683945
690	0.8581295973
691	0.8574845719
692	0.8563655864
693	0.8558975964
694	0.8547857396
695	0.8537715284
696	0.8532587975
697	0.8524349532
698	0.8520276731
699	0.8509058658
700	0.8505787987
701	0.8494298273
702	0.848330904
703	0.8476866676
704	0.8472428565
705	0.8462734179
706	0.8453427956
707	0.8447521671
708	0.8440400946
709	0.8430604507
710	0.8426561855
711	0.8422837416
712	0.8416352813
713	0.8407412901
714	0.8402374708
715	0.8394429233
716	0.8389721616
717	0.8385886961
718	0.8378172637
719	0.8372166595
720	0.8366671415
721	0.8356758944
722	0.8346644278
723	0.8339803019
724	0.8337277632
725	0.8330678943
726	0.8319952951
727	0.8312324481
728	0.8307024413
729	0.830212764
730	0.8296756113
731	0.8289604415
732	0.8275833484
733	0.826770977
734	0.8263531676
735	0.8257061477
736	0.8253494793
737	0.8247129006
738	0.8243163023
739	0.8228907813
740	0.8222317794
741	0.8213650924
742	0.8209633361
743	0.8206241675
744	0.8196828991
745	0.8190579294
746	0.8181653789
747	0.8173979842
748	0.8166012828
749	0.8157101709
750	0.8150828418
751	0.8142288503
752	0.813679519
753	0.8126058074
754	0.8119534314
755	0.8113563779
756	0.8108807182
757	0.8103293343
758	0.8093951587
759	0.8084471239
760	0.8075554549
761	0.8068886659
762	0.8064583122
763	0.8059538193
764	0.8052998768
765	0.8044307181
766	0.8037558424
767	0.8029878002
768	0.8025675554
769	0.8019733424
770	0.8009692879
771	0.8007079969
772	0.8001392118
773	0.7999763445
774	0.7992228998
775	0.7986471971
776	0.7982801459
777	0.7976600177
778	0.7973051668
779	0.7968824129
780	0.796159521
781	0.7955716579
782	0.7951788687
783	0.7941923946
784	0.7930683384
785	0.7925247215
786	0.792098901
787	0.7913812857
788	0.7910270492
789	0.7902329302
790	0.7896674479
791	0.7888492843
792	0.7884282192
793	0.7878579362
794	0.7871593317
795	0.7863715652
796	0.7856667843
797	0.7850762952
798	0.7846575512
799	0.7843600264
800	0.7831932779
801	0.7824801121
802	0.7821374181
803	0.7813807821
804	0.7806200403
805	0.7800311646
806	0.7792378545
807	0.7787319184
808	0.7782323299
809	0.7778123134
810	0.7770957317
811	0.7756580265
812	0.7748365475
813	0.7745497741
814	0.7737031616
815	0.773346083
816	0.7727348961
817	0.7723029486
818	0.771895414
819	0.7708962623
820	0.7703508581
821	0.7700429832
822	0.7695508777
823	0.7691709667
824	0.7687420073
825	0.768425874
826	0.7677746908
827	0.7671792378
828	0.7667366832
829	0.765836402
830	0.7655402698
831	0.7644206189
832	0.7639274354
833	0.7633834293
834	0.7629148618
835	0.7622475916
836	0.761697491
837	0.7611175754
838	0.7601562598
839	0.7593089959
840	0.7586196737
841	0.7581021677
842	0.7569023244
843	0.7566866193
844	0.7558299725
845	0.7550118128
846	0.7548018463
847	0.7544329653
848	0.7535589023
849	0.7529454899
850	0.7523636983
851	0.7516759008
852	0.7510828003
853	0.7509053946
854	0.7504765293
855	0.7498977811
856	0.7494956103
857	0.7490671081
858	0.748135439
859	0.7472714559
860	0.7468456081
861	0.7461722896
862	0.7456244988
863	0.7449585889
864	0.74411518
865	0.7436593982
866	0.7430192508
867	0.7423576007
868	0.7418495452
869	0.7415641836
870	0.7407277305
871	0.7403726298
872	0.7400892065
873	0.739433216
874	0.7391063987
875	0.7382814395
876	0.7378253065
877	0.7371039309
878	0.7365201275
879	0.7363108113
880	0.7355473727
881	0.7348207691
882	0.7343829776
883	0.7335288322
884	0.7328693635
885	0.7324148678
886	0.7322020274
887	0.7318826227
888	0.7314855628
889	0.730959814
890	0.730451338
891	0.7301114172
892	0.7295857889
893	0.7289183135
894	0.7284071916
895	0.7278631359
896	0.7271799124
897	0.7267291254
898	0.7260732426
899	0.7251868561
900	0.7244652625
901	0.7239663159
902	0.7234927144
903	0.7230521607
904	0.7224084674
905	0.7212940958
906	0.7206323702
907	0.7202574275
908	0.7199575751
909	0.7196013996
910	0.7189003557
911	0.7181378768
912	0.7174671029
913	0.7169719504
914	0.7156876103
915	0.7149411851
916	0.7144455793
917	0.7141456298
918	0.7131801796
919	0.7124482721
920	0.7117093638
921	0.7108426014
922	0.7102058336
923	0.709556922
924	0.7088363028
925	0.7082594605
926	0.7077822182
927	0.7074490201
928	0.706799649
929	0.7063387241
930	0.7059379811
931	0.705203328
932	0.7048126522
933	0.7046026145
934	0.7040018447
935	0.7035625461
936	0.7030964657
937	0.70223459
938	0.7018276501
939	0.7010940986
940	0.7007024574
941	0.7000047931
942	0.6996393263
943	0.6988935462
944	0.6985095301
945	0.6981808863
946	0.6977175538
947	0.69749636
948	0.6969879673
949	0.6966038228
950	0.6963861479
951	0.6956522791
952	0.6951702259
953	0.694541453
954	0.6942100155
955	0.6939788992
956	0.6932258064
957	0.6927761825
958	0.6918873493
959	0.691666372
960	0.6907714471
961	0.6902890112
962	0.6891888635
963	0.6888248152
964	0.6882708418
965	0.6877427431
966	0.6866715179
967	0.6864732072
968	0.6862256824
969	0.6859722616
970	0.6856324898
971	0.6851336329
972	0.6845414688
973	0.6839706906
974	0.6830692908
975	0.68252983
976	0.6820923529
977	0.6817724073
978	0.6811340858
979	0.6803903357
980	0.6795889655
981	0.6785540117
982	0.6781308372
983	0.6776638536
984	0.6772005082
985	0.6767066316
986	0.6762524461
987	0.6759698922
988	0.67548048
989	0.674692592
990	0.6743415788
991	0.6739961885
992	0.6729888252
993	0.6722797453
994	0.6714651552
995	0.6708908738
996	0.6702348486
997	0.6694861271
998	0.6689863147
999	0.6684569237
